# FSD50K Dev Needed Files
# Format: fname.wav,echo_class

138071.wav,normal
422745.wav,normal
217947.wav,normal
422747.wav,normal
422751.wav,normal
62303.wav,normal
422756.wav,normal
250724.wav,normal
422758.wav,normal
422762.wav,normal
217963.wav,normal
138093.wav,normal
138095.wav,normal
32635.wav,normal
32638.wav,normal
32639.wav,normal
217984.wav,normal
195457.wav,normal
195458.wav,normal
32642.wav,normal
32643.wav,normal
32644.wav,normal
32646.wav,normal
251788.wav,normal
199567.wav,normal
11156.wav,normal
364443.wav,normal
91038.wav,normal
421791.wav,normal
215969.wav,normal
233382.wav,normal
233383.wav,normal
233384.wav,normal
364458.wav,normal
270251.wav,normal
349101.wav,normal
349102.wav,normal
349103.wav,normal
147375.wav,normal
349105.wav,normal
270257.wav,normal
223154.wav,normal
349109.wav,normal
205749.wav,normal
365509.wav,normal
422854.wav,normal
422856.wav,normal
91083.wav,normal
156627.wav,normal
258004.wav,normal
365544.wav,normal
273384.wav,normal
324584.wav,normal
187381.wav,normal
404472.wav,normal
273402.wav,normal
343367.wav,normal
420931.wav,normal
420937.wav,normal
249679.wav,normal
258140.wav,normal
381397.wav,normal
381194.wav,normal
419447.wav,normal
382275.wav,normal
138462.wav,normal
140487.wav,normal
140493.wav,normal
109083.wav,normal
410464.wav,normal
410483.wav,normal
219644.wav,normal
331703.wav,normal
243794.wav,normal
362357.wav,normal
411540.wav,normal
324567.wav,normal
160605.wav,normal
379297.wav,normal
173596.wav,normal
165987.wav,normal
242184.wav,normal
63219.wav,normal
270291.wav,normal
91793.wav,normal
405701.wav,normal
44856.wav,normal
349317.wav,normal
2824.wav,normal
2826.wav,normal
2830.wav,normal
130703.wav,normal
121230.wav,normal
121233.wav,normal
121234.wav,normal
130707.wav,normal
121235.wav,normal
121237.wav,normal
130709.wav,normal
130711.wav,normal
2832.wav,normal
130713.wav,normal
130715.wav,normal
130717.wav,normal
186916.wav,normal
130727.wav,normal
130729.wav,normal
130731.wav,normal
130733.wav,normal
256338.wav,normal
256339.wav,normal
220372.wav,normal
256341.wav,normal
256342.wav,normal
256343.wav,normal
256344.wav,normal
256345.wav,normal
256346.wav,normal
256347.wav,normal
256340.wav,normal
256349.wav,normal
256348.wav,normal
256351.wav,normal
256352.wav,normal
256353.wav,normal
256354.wav,normal
256355.wav,normal
256356.wav,normal
256350.wav,normal
256358.wav,normal
256359.wav,normal
256360.wav,normal
256361.wav,normal
256362.wav,normal
256363.wav,normal
256364.wav,normal
256367.wav,normal
256368.wav,normal
256369.wav,normal
256370.wav,normal
379393.wav,normal
379394.wav,normal
379395.wav,normal
375708.wav,normal
99244.wav,normal
99247.wav,normal
99248.wav,normal
99250.wav,normal
99251.wav,normal
99252.wav,normal
99254.wav,normal
99255.wav,normal
99256.wav,normal
99262.wav,normal
374088.wav,normal
374090.wav,normal
374097.wav,normal
374098.wav,normal
374100.wav,normal
374108.wav,normal
374109.wav,normal
374110.wav,normal
374112.wav,normal
374115.wav,normal
374116.wav,normal
374119.wav,normal
374120.wav,normal
374121.wav,normal
374123.wav,normal
374127.wav,normal
247126.wav,normal
247127.wav,normal
374129.wav,normal
247128.wav,normal
374130.wav,normal
247129.wav,normal
247130.wav,normal
374132.wav,normal
374133.wav,normal
247135.wav,normal
247136.wav,normal
247147.wav,normal
247150.wav,normal
357677.wav,normal
247157.wav,normal
247163.wav,normal
374165.wav,normal
247165.wav,normal
247167.wav,normal
374170.wav,normal
374173.wav,normal
374175.wav,normal
247177.wav,normal
247179.wav,normal
374183.wav,normal
247189.wav,normal
247194.wav,normal
247196.wav,normal
247197.wav,normal
10828.wav,normal
247208.wav,normal
247211.wav,normal
10903.wav,normal
349514.wav,normal
64425.wav,normal
357319.wav,normal
357320.wav,normal
357321.wav,normal
357323.wav,normal
357324.wav,normal
357325.wav,normal
357326.wav,normal
357327.wav,normal
357328.wav,normal
357330.wav,normal
357332.wav,normal
357333.wav,normal
357336.wav,normal
357340.wav,normal
357341.wav,normal
357343.wav,normal
357345.wav,normal
357346.wav,normal
357347.wav,normal
357351.wav,normal
357353.wav,normal
357354.wav,normal
357355.wav,normal
357358.wav,normal
357359.wav,normal
357360.wav,normal
357361.wav,normal
357362.wav,normal
357365.wav,normal
357368.wav,normal
357370.wav,normal
357371.wav,normal
357372.wav,normal
357375.wav,normal
357376.wav,normal
357378.wav,normal
357379.wav,normal
357380.wav,normal
357381.wav,normal
357382.wav,normal
117765.wav,normal
357384.wav,normal
357387.wav,normal
357389.wav,normal
357390.wav,normal
357391.wav,normal
357396.wav,normal
357398.wav,normal
357401.wav,normal
357402.wav,normal
357404.wav,normal
357405.wav,normal
357407.wav,normal
357408.wav,normal
357409.wav,normal
357410.wav,normal
357411.wav,normal
357412.wav,normal
357413.wav,normal
357414.wav,normal
357415.wav,normal
357416.wav,normal
357417.wav,normal
357418.wav,normal
357419.wav,normal
357421.wav,normal
357422.wav,normal
357423.wav,normal
357427.wav,normal
357428.wav,normal
357429.wav,normal
357431.wav,normal
357433.wav,normal
357434.wav,normal
357438.wav,normal
357439.wav,normal
357442.wav,normal
357443.wav,normal
357446.wav,normal
357449.wav,normal
357450.wav,normal
357669.wav,normal
357454.wav,normal
357455.wav,normal
357459.wav,normal
357460.wav,normal
357461.wav,normal
357463.wav,normal
357464.wav,normal
357465.wav,normal
357468.wav,normal
357469.wav,normal
357470.wav,normal
357471.wav,normal
357472.wav,normal
357474.wav,normal
357476.wav,normal
357477.wav,normal
357479.wav,normal
357482.wav,normal
357484.wav,normal
357485.wav,normal
357486.wav,normal
357487.wav,normal
357488.wav,normal
357489.wav,normal
357492.wav,normal
357493.wav,normal
357494.wav,normal
357497.wav,normal
357500.wav,normal
357501.wav,normal
357502.wav,normal
357504.wav,normal
357505.wav,normal
357508.wav,normal
357510.wav,normal
357511.wav,normal
357513.wav,normal
357515.wav,normal
357516.wav,normal
357517.wav,normal
357518.wav,normal
357519.wav,normal
357522.wav,normal
357524.wav,normal
357525.wav,normal
357527.wav,normal
357528.wav,normal
357529.wav,normal
357530.wav,normal
357532.wav,normal
357534.wav,normal
357537.wav,normal
357538.wav,normal
357542.wav,normal
357545.wav,normal
357548.wav,normal
357553.wav,normal
357554.wav,normal
357556.wav,normal
357559.wav,normal
357560.wav,normal
357563.wav,normal
357564.wav,normal
357567.wav,normal
357568.wav,normal
357569.wav,normal
357570.wav,normal
357573.wav,normal
357575.wav,normal
357576.wav,normal
357577.wav,normal
357580.wav,normal
357581.wav,normal
357582.wav,normal
357585.wav,normal
357586.wav,normal
357589.wav,normal
357591.wav,normal
357592.wav,normal
357594.wav,normal
357596.wav,normal
357601.wav,normal
357602.wav,normal
357612.wav,normal
357613.wav,normal
357615.wav,normal
357617.wav,normal
357619.wav,normal
357620.wav,normal
357621.wav,normal
357625.wav,normal
357632.wav,normal
349511.wav,normal
247058.wav,normal
357650.wav,normal
357652.wav,normal
247061.wav,normal
247062.wav,normal
247063.wav,normal
357656.wav,normal
357654.wav,normal
357657.wav,normal
247065.wav,normal
247060.wav,normal
357653.wav,normal
374045.wav,normal
247069.wav,normal
357663.wav,normal
374048.wav,normal
357665.wav,normal
247074.wav,normal
357666.wav,normal
374050.wav,normal
374053.wav,normal
374054.wav,normal
374055.wav,normal
247081.wav,normal
357673.wav,normal
247083.wav,normal
357676.wav,normal
247085.wav,normal
247080.wav,normal
374057.wav,normal
247088.wav,normal
374056.wav,normal
374058.wav,normal
374059.wav,normal
247084.wav,normal
374062.wav,normal
247087.wav,normal
247086.wav,normal
374065.wav,normal
374069.wav,normal
247093.wav,normal
374071.wav,normal
247100.wav,normal
247094.wav,normal
357690.wav,normal
374074.wav,normal
247104.wav,normal
247105.wav,normal
247099.wav,normal
374077.wav,normal
247108.wav,normal
374078.wav,normal
374079.wav,normal
247103.wav,normal
247107.wav,normal
374084.wav,normal
247109.wav,normal
349515.wav,normal
247110.wav,normal
247117.wav,normal
247118.wav,normal
374095.wav,normal
374096.wav,normal
247121.wav,normal
247113.wav,normal
374099.wav,normal
247124.wav,normal
357708.wav,normal
374094.wav,normal
247119.wav,normal
374104.wav,normal
247120.wav,normal
374106.wav,normal
247122.wav,normal
247123.wav,normal
374101.wav,normal
357717.wav,normal
374102.wav,normal
374105.wav,normal
374113.wav,normal
247138.wav,normal
247139.wav,normal
374107.wav,normal
374117.wav,normal
247141.wav,normal
247143.wav,normal
247144.wav,normal
247145.wav,normal
247146.wav,normal
357735.wav,normal
374124.wav,normal
374125.wav,normal
374126.wav,normal
247151.wav,normal
374128.wav,normal
247152.wav,normal
247153.wav,normal
247154.wav,normal
247155.wav,normal
247156.wav,normal
247158.wav,normal
374135.wav,normal
374136.wav,normal
247159.wav,normal
374138.wav,normal
247162.wav,normal
357674.wav,normal
357748.wav,normal
374142.wav,normal
247160.wav,normal
247168.wav,normal
247169.wav,normal
247170.wav,normal
357755.wav,normal
374140.wav,normal
357756.wav,normal
374150.wav,normal
247166.wav,normal
247176.wav,normal
247171.wav,normal
247174.wav,normal
357767.wav,normal
247180.wav,normal
374157.wav,normal
374158.wav,normal
374159.wav,normal
374160.wav,normal
247184.wav,normal
247185.wav,normal
374154.wav,normal
374155.wav,normal
374156.wav,normal
247181.wav,normal
247182.wav,normal
374168.wav,normal
247192.wav,normal
374161.wav,normal
374171.wav,normal
357779.wav,normal
374164.wav,normal
374174.wav,normal
247199.wav,normal
247200.wav,normal
374177.wav,normal
374169.wav,normal
374179.wav,normal
247195.wav,normal
374181.wav,normal
374182.wav,normal
247198.wav,normal
357791.wav,normal
247202.wav,normal
247203.wav,normal
247205.wav,normal
357804.wav,normal
247213.wav,normal
247206.wav,normal
247207.wav,normal
247216.wav,normal
374184.wav,normal
247209.wav,normal
357802.wav,normal
247214.wav,normal
247215.wav,normal
247217.wav,normal
357809.wav,normal
357811.wav,normal
247220.wav,normal
247222.wav,normal
357815.wav,normal
357813.wav,normal
357817.wav,normal
247225.wav,normal
357819.wav,normal
247227.wav,normal
247229.wav,normal
247228.wav,normal
247233.wav,normal
247234.wav,normal
247235.wav,normal
247236.wav,normal
247237.wav,normal
357832.wav,normal
247240.wav,normal
247243.wav,normal
247247.wav,normal
357839.wav,normal
357841.wav,normal
247250.wav,normal
247251.wav,normal
357843.wav,normal
247252.wav,normal
357846.wav,normal
247254.wav,normal
247248.wav,normal
357849.wav,normal
247258.wav,normal
357693.wav,normal
247259.wav,normal
247260.wav,normal
247255.wav,normal
247262.wav,normal
247263.wav,normal
247264.wav,normal
247265.wav,normal
247261.wav,normal
357859.wav,normal
247268.wav,normal
247271.wav,normal
247272.wav,normal
247273.wav,normal
357865.wav,normal
357863.wav,normal
357868.wav,normal
247277.wav,normal
247278.wav,normal
247276.wav,normal
357872.wav,normal
247279.wav,normal
357873.wav,normal
247281.wav,normal
357871.wav,normal
357877.wav,normal
247285.wav,normal
247287.wav,normal
247288.wav,normal
247289.wav,normal
357881.wav,normal
357882.wav,normal
357883.wav,normal
247292.wav,normal
357885.wav,normal
247294.wav,normal
357886.wav,normal
247296.wav,normal
357888.wav,normal
247298.wav,normal
247299.wav,normal
247293.wav,normal
247302.wav,normal
247304.wav,normal
247305.wav,normal
357702.wav,normal
247307.wav,normal
247310.wav,normal
247311.wav,normal
247313.wav,normal
247314.wav,normal
357704.wav,normal
247315.wav,normal
247317.wav,normal
247318.wav,normal
247319.wav,normal
247323.wav,normal
247327.wav,normal
247328.wav,normal
247329.wav,normal
247330.wav,normal
247331.wav,normal
247332.wav,normal
247333.wav,normal
247335.wav,normal
247337.wav,normal
247340.wav,normal
247341.wav,normal
247342.wav,normal
247343.wav,normal
247344.wav,normal
247345.wav,normal
247347.wav,normal
247348.wav,normal
247352.wav,normal
247353.wav,normal
247354.wav,normal
247356.wav,normal
247358.wav,normal
247359.wav,normal
247360.wav,normal
247362.wav,normal
247363.wav,normal
247366.wav,normal
247368.wav,normal
247370.wav,normal
247371.wav,normal
247372.wav,normal
247374.wav,normal
247375.wav,normal
247376.wav,normal
357716.wav,normal
247377.wav,normal
247381.wav,normal
247383.wav,normal
247387.wav,normal
247391.wav,normal
247392.wav,normal
247393.wav,normal
247395.wav,normal
357722.wav,normal
357691.wav,normal
99961.wav,normal
357725.wav,normal
357726.wav,normal
357692.wav,normal
357728.wav,normal
357730.wav,normal
357733.wav,normal
357736.wav,normal
357737.wav,normal
75452.wav,normal
357738.wav,normal
357740.wav,normal
357741.wav,normal
357742.wav,normal
357743.wav,normal
357744.wav,normal
357745.wav,normal
357746.wav,normal
357747.wav,normal
357754.wav,normal
357758.wav,normal
374049.wav,normal
357769.wav,normal
357771.wav,normal
357775.wav,normal
85892.wav,normal
85894.wav,normal
77706.wav,normal
374061.wav,normal
77708.wav,normal
77710.wav,normal
77712.wav,normal
357780.wav,normal
77715.wav,normal
77716.wav,normal
374064.wav,normal
247064.wav,normal
357785.wav,normal
374068.wav,normal
247068.wav,normal
374070.wav,normal
374072.wav,normal
357790.wav,normal
374073.wav,normal
374076.wav,normal
247075.wav,normal
247076.wav,normal
357796.wav,normal
247077.wav,normal
357797.wav,normal
247078.wav,normal
247079.wav,normal
374082.wav,normal
357800.wav,normal
357801.wav,normal
374788.wav,normal
374789.wav,normal
374795.wav,normal
374797.wav,normal
374798.wav,normal
374799.wav,normal
374800.wav,normal
374802.wav,normal
374804.wav,normal
374805.wav,normal
374813.wav,normal
374817.wav,normal
374821.wav,normal
374827.wav,normal
374828.wav,normal
374829.wav,normal
374830.wav,normal
374833.wav,normal
374836.wav,normal
374837.wav,normal
374843.wav,normal
374847.wav,normal
374854.wav,normal
374855.wav,normal
374856.wav,normal
374858.wav,normal
374862.wav,normal
374864.wav,normal
374865.wav,normal
374872.wav,normal
374873.wav,normal
374875.wav,normal
374877.wav,normal
374878.wav,normal
374879.wav,normal
374881.wav,normal
374882.wav,normal
374883.wav,normal
374887.wav,normal
374891.wav,normal
374892.wav,normal
374895.wav,normal
374896.wav,normal
374897.wav,normal
374902.wav,normal
374904.wav,normal
374906.wav,normal
374907.wav,normal
374911.wav,normal
256128.wav,normal
374913.wav,normal
374914.wav,normal
374915.wav,normal
374919.wav,normal
374920.wav,normal
374923.wav,normal
374932.wav,normal
374934.wav,normal
374935.wav,normal
374937.wav,normal
374938.wav,normal
374939.wav,normal
374940.wav,normal
374944.wav,normal
374951.wav,normal
374953.wav,normal
374959.wav,normal
374961.wav,normal
374962.wav,normal
374963.wav,normal
374968.wav,normal
374969.wav,normal
374972.wav,normal
374975.wav,normal
374977.wav,normal
374978.wav,normal
374979.wav,normal
374980.wav,normal
374985.wav,normal
374986.wav,normal
350413.wav,normal
350415.wav,normal
374993.wav,normal
374994.wav,normal
374995.wav,normal
374996.wav,normal
350417.wav,normal
350421.wav,normal
350424.wav,normal
375002.wav,normal
375023.wav,normal
375025.wav,normal
375026.wav,normal
375027.wav,normal
375031.wav,normal
375035.wav,normal
375036.wav,normal
375041.wav,normal
375042.wav,normal
375044.wav,normal
375046.wav,normal
375048.wav,normal
375049.wav,normal
375051.wav,normal
375053.wav,normal
375055.wav,normal
375057.wav,normal
375058.wav,normal
186645.wav,normal
375063.wav,normal
405787.wav,normal
375068.wav,normal
375072.wav,normal
375073.wav,normal
375075.wav,normal
375078.wav,normal
375079.wav,normal
375081.wav,normal
375084.wav,normal
405805.wav,normal
375090.wav,normal
375091.wav,normal
375092.wav,normal
49477.wav,normal
49478.wav,normal
49479.wav,normal
49480.wav,normal
170373.wav,normal
373174.wav,normal
373175.wav,normal
373176.wav,normal
373179.wav,normal
373184.wav,normal
373185.wav,normal
373187.wav,normal
373189.wav,normal
373190.wav,normal
373191.wav,normal
373193.wav,normal
373194.wav,normal
373195.wav,normal
373196.wav,normal
373197.wav,normal
373199.wav,normal
373204.wav,normal
373206.wav,normal
373207.wav,normal
373212.wav,normal
373218.wav,normal
373219.wav,normal
373220.wav,normal
373221.wav,normal
373222.wav,normal
373226.wav,normal
373227.wav,normal
373234.wav,normal
373235.wav,normal
373237.wav,normal
373238.wav,normal
373239.wav,normal
373240.wav,normal
373244.wav,normal
215558.wav,normal
373261.wav,normal
373269.wav,normal
254644.wav,normal
412364.wav,normal
72454.wav,normal
72455.wav,normal
172949.wav,normal
172950.wav,normal
361391.wav,normal
361392.wav,normal
361393.wav,normal
361394.wav,normal
361395.wav,normal
361396.wav,normal
361397.wav,normal
361398.wav,normal
361399.wav,normal
361676.wav,normal
361683.wav,normal
361684.wav,normal
406605.wav,normal
406607.wav,normal
406608.wav,normal
361685.wav,normal
361688.wav,normal
388233.wav,normal
373949.wav,normal
373952.wav,normal
373953.wav,normal
373955.wav,normal
373957.wav,normal
373958.wav,normal
25797.wav,normal
373960.wav,normal
373961.wav,normal
25800.wav,normal
373963.wav,normal
373964.wav,normal
25799.wav,normal
25805.wav,normal
25806.wav,normal
25807.wav,normal
373969.wav,normal
25808.wav,normal
361680.wav,normal
373972.wav,normal
373973.wav,normal
361677.wav,normal
373975.wav,normal
373976.wav,normal
361687.wav,normal
361681.wav,normal
361682.wav,normal
85212.wav,normal
85213.wav,normal
373982.wav,normal
373983.wav,normal
373984.wav,normal
85214.wav,normal
85215.wav,normal
373989.wav,normal
373990.wav,normal
373993.wav,normal
373994.wav,normal
373995.wav,normal
373996.wav,normal
373998.wav,normal
373999.wav,normal
374002.wav,normal
374003.wav,normal
374010.wav,normal
374018.wav,normal
374022.wav,normal
374029.wav,normal
374035.wav,normal
374036.wav,normal
374037.wav,normal
374038.wav,normal
374039.wav,normal
374042.wav,normal
374043.wav,normal
374044.wav,normal
32029.wav,normal
32032.wav,normal
32034.wav,normal
175409.wav,normal
331071.wav,normal
374118.wav,normal
374147.wav,normal
374162.wav,normal
38293.wav,normal
38294.wav,normal
374176.wav,normal
374187.wav,normal
374189.wav,normal
374191.wav,normal
374192.wav,normal
374193.wav,normal
374196.wav,normal
374197.wav,normal
374198.wav,normal
374200.wav,normal
374202.wav,normal
374206.wav,normal
374209.wav,normal
374211.wav,normal
374212.wav,normal
374214.wav,normal
374220.wav,normal
374223.wav,normal
374225.wav,normal
374226.wav,normal
374231.wav,normal
374233.wav,normal
374235.wav,normal
374237.wav,normal
374239.wav,normal
374242.wav,normal
374243.wav,normal
374248.wav,normal
374250.wav,normal
374251.wav,normal
374252.wav,normal
374256.wav,normal
374259.wav,normal
374261.wav,normal
374263.wav,normal
374265.wav,normal
374266.wav,normal
374267.wav,normal
374269.wav,normal
374270.wav,normal
376318.wav,normal
374271.wav,normal
190028.wav,normal
362183.wav,normal
362184.wav,normal
362185.wav,normal
362186.wav,normal
362187.wav,normal
362188.wav,normal
362189.wav,normal
362190.wav,normal
362191.wav,normal
362192.wav,normal
362193.wav,normal
362194.wav,normal
362195.wav,normal
362196.wav,normal
362197.wav,normal
362203.wav,normal
362204.wav,normal
362205.wav,normal
362206.wav,normal
362207.wav,normal
362208.wav,normal
362209.wav,normal
136988.wav,normal
255782.wav,normal
257846.wav,normal
137052.wav,normal
73581.wav,normal
77713.wav,normal
255902.wav,normal
374707.wav,normal
374708.wav,normal
374709.wav,normal
374710.wav,normal
374716.wav,normal
374717.wav,normal
374719.wav,normal
374721.wav,normal
374722.wav,normal
374724.wav,normal
374725.wav,normal
374728.wav,normal
374729.wav,normal
374733.wav,normal
374735.wav,normal
374736.wav,normal
374737.wav,normal
374738.wav,normal
374740.wav,normal
374743.wav,normal
374744.wav,normal
374748.wav,normal
374750.wav,normal
374752.wav,normal
374753.wav,normal
374754.wav,normal
374755.wav,normal
374758.wav,normal
374761.wav,normal
374762.wav,normal
374766.wav,normal
374767.wav,normal
374769.wav,normal
374770.wav,normal
374775.wav,normal
374778.wav,normal
374783.wav,normal
250646.wav,normal
129296.wav,normal
336404.wav,normal
336406.wav,normal
336407.wav,normal
336408.wav,normal
336409.wav,normal
336410.wav,normal
336411.wav,normal
336412.wav,normal
336413.wav,normal
336414.wav,normal
336415.wav,normal
234528.wav,normal
336416.wav,normal
336417.wav,normal
336418.wav,normal
336420.wav,normal
336421.wav,normal
336422.wav,normal
68915.wav,normal
20796.wav,normal
273987.wav,normal
273988.wav,normal
257349.wav,normal
273994.wav,normal
273997.wav,normal
273998.wav,normal
273999.wav,normal
274000.wav,normal
274001.wav,normal
274005.wav,normal
46934.wav,normal
274011.wav,normal
216924.wav,normal
112741.wav,normal
274023.wav,normal
16746.wav,normal
16747.wav,normal
16748.wav,normal
12653.wav,normal
16749.wav,normal
387949.wav,normal
16750.wav,normal
16751.wav,normal
16752.wav,normal
7795.wav,normal
420220.wav,normal
420221.wav,normal
30341.wav,normal
30342.wav,normal
386437.wav,normal
335749.wav,normal
386440.wav,normal
274062.wav,normal
260243.wav,normal
166315.wav,normal
166316.wav,normal
395181.wav,normal
166317.wav,normal
166318.wav,normal
166320.wav,normal
166321.wav,normal
166322.wav,normal
166319.wav,normal
166325.wav,normal
155833.wav,normal
46267.wav,normal
46268.wav,normal
46269.wav,normal
46270.wav,normal
46271.wav,normal
273868.wav,normal
273869.wav,normal
273870.wav,normal
422872.wav,normal
149721.wav,normal
149722.wav,normal
56286.wav,normal
240607.wav,normal
68324.wav,normal
68326.wav,normal
68327.wav,normal
68328.wav,normal
68329.wav,normal
406761.wav,normal
406763.wav,normal
406760.wav,normal
68330.wav,normal
406759.wav,normal
406767.wav,normal
406762.wav,normal
406770.wav,normal
406773.wav,normal
415484.wav,normal
200972.wav,normal
234877.wav,normal
267221.wav,normal
197871.wav,normal
197885.wav,normal
197886.wav,normal
197900.wav,normal
394792.wav,normal
52295.wav,normal
205832.wav,normal
351623.wav,normal
410335.wav,normal
47385.wav,normal
47388.wav,normal
269343.wav,normal
162208.wav,normal
259499.wav,normal
66350.wav,normal
79873.wav,normal
249872.wav,normal
176163.wav,normal
213032.wav,normal
243757.wav,normal
165935.wav,normal
323638.wav,normal
243774.wav,normal
327767.wav,normal
327769.wav,normal
249950.wav,normal
34930.wav,normal
141440.wav,normal
413833.wav,normal
202898.wav,normal
387225.wav,normal
237725.wav,normal
237730.wav,normal
237731.wav,normal
237732.wav,normal
346275.wav,normal
41134.wav,normal
41135.wav,normal
434352.wav,normal
98489.wav,normal
360638.wav,normal
424136.wav,normal
30936.wav,normal
116961.wav,normal
67828.wav,normal
319734.wav,normal
250107.wav,normal
250108.wav,normal
53505.wav,normal
16649.wav,normal
16652.wav,normal
157965.wav,normal
129298.wav,normal
129303.wav,normal
194849.wav,normal
418084.wav,normal
248110.wav,normal
418099.wav,normal
244028.wav,normal
352574.wav,normal
151875.wav,normal
334148.wav,normal
334149.wav,normal
334150.wav,normal
334147.wav,normal
22861.wav,normal
432468.wav,normal
244053.wav,normal
244054.wav,normal
244055.wav,normal
194904.wav,normal
344434.wav,normal
18809.wav,normal
268674.wav,normal
178571.wav,normal
22926.wav,normal
22927.wav,normal
22928.wav,normal
201105.wav,normal
22931.wav,normal
332180.wav,normal
22935.wav,normal
22938.wav,normal
115108.wav,normal
182711.wav,normal
336314.wav,normal
274877.wav,normal
319934.wav,normal
338372.wav,normal
379340.wav,normal
365007.wav,normal
426447.wav,normal
96727.wav,normal
96728.wav,normal
37336.wav,normal
37342.wav,normal
33246.wav,normal
203232.wav,normal
37345.wav,normal
37347.wav,normal
37349.wav,normal
37350.wav,normal
37351.wav,normal
37352.wav,normal
37353.wav,normal
37354.wav,normal
37355.wav,normal
37358.wav,normal
37359.wav,normal
37363.wav,normal
37364.wav,normal
399870.wav,normal
391683.wav,normal
391684.wav,normal
391685.wav,normal
391686.wav,normal
391687.wav,normal
391690.wav,normal
391691.wav,normal
391694.wav,normal
70170.wav,normal
365091.wav,normal
23086.wav,normal
23087.wav,normal
76336.wav,normal
320049.wav,normal
352823.wav,normal
172605.wav,normal
350811.wav,normal
350812.wav,normal
420469.wav,normal
17057.wav,normal
395937.wav,normal
37542.wav,normal
37544.wav,normal
84669.wav,normal
84670.wav,normal
84671.wav,normal
84673.wav,normal
426690.wav,normal
84675.wav,normal
84676.wav,normal
328391.wav,normal
84680.wav,normal
84681.wav,normal
84682.wav,normal
84683.wav,normal
84684.wav,normal
84685.wav,normal
432845.wav,normal
432846.wav,normal
320200.wav,normal
180949.wav,normal
60127.wav,normal
359151.wav,normal
240368.wav,normal
86769.wav,normal
363252.wav,normal
369398.wav,normal
332543.wav,normal
17153.wav,normal
17154.wav,normal
162569.wav,normal
193333.wav,normal
324417.wav,normal
369492.wav,normal
369494.wav,normal
404317.wav,normal
232288.wav,normal
424809.wav,normal
426860.wav,normal
35702.wav,normal
35703.wav,normal
50053.wav,normal
50054.wav,normal
50056.wav,normal
50057.wav,normal
50058.wav,normal
50059.wav,normal
50061.wav,normal
367510.wav,normal
74679.wav,normal
203718.wav,normal
345032.wav,normal
244693.wav,normal
29675.wav,normal
320520.wav,normal
377877.wav,normal
377878.wav,normal
377880.wav,normal
238626.wav,normal
203830.wav,normal
199752.wav,normal
199753.wav,normal
199754.wav,normal
199755.wav,normal
416844.wav,normal
240718.wav,normal
201810.wav,normal
123987.wav,normal
238689.wav,normal
238690.wav,normal
68718.wav,normal
68719.wav,normal
9330.wav,normal
189556.wav,normal
167034.wav,normal
275597.wav,normal
275598.wav,normal
275599.wav,normal
85141.wav,normal
240790.wav,normal
109719.wav,normal
85142.wav,normal
351385.wav,normal
351389.wav,normal
351390.wav,normal
351391.wav,normal
351392.wav,normal
351393.wav,normal
351394.wav,normal
347303.wav,normal
50362.wav,normal
50363.wav,normal
50364.wav,normal
50365.wav,normal
50366.wav,normal
50367.wav,normal
50368.wav,normal
50369.wav,normal
50370.wav,normal
431299.wav,normal
244931.wav,normal
50372.wav,normal
36056.wav,normal
36062.wav,normal
50411.wav,normal
277749.wav,normal
74998.wav,normal
380153.wav,normal
394489.wav,normal
347393.wav,normal
158980.wav,normal
158981.wav,normal
158982.wav,normal
158984.wav,normal
158986.wav,normal
158987.wav,normal
158989.wav,normal
34067.wav,normal
34068.wav,normal
34069.wav,normal
34072.wav,normal
34073.wav,normal
328995.wav,normal
242981.wav,normal
101676.wav,normal
341331.wav,normal
341333.wav,normal
21847.wav,normal
363868.wav,normal
11617.wav,normal
189794.wav,normal
11619.wav,normal
66948.wav,normal
222601.wav,normal
398737.wav,normal
195985.wav,normal
398738.wav,normal
398739.wav,normal
398741.wav,normal
398742.wav,normal
265627.wav,normal
64945.wav,normal
165299.wav,normal
99770.wav,normal
159173.wav,normal
433614.wav,normal
163287.wav,normal
394715.wav,normal
316891.wav,normal
316894.wav,normal
316895.wav,normal
136690.wav,normal
431603.wav,normal
136691.wav,normal
191992.wav,normal
17921.wav,normal
415236.wav,normal
22033.wav,normal
120345.wav,normal
321051.wav,normal
427549.wav,normal
120352.wav,normal
241195.wav,normal
259627.wav,normal
259650.wav,normal
81487.wav,normal
20048.wav,normal
427602.wav,normal
34390.wav,normal
73315.wav,normal
401013.wav,normal
97916.wav,normal
392830.wav,normal
333441.wav,normal
56961.wav,normal
56963.wav,normal
245385.wav,normal
362131.wav,normal
124587.wav,normal
59053.wav,normal
54964.wav,normal
394934.wav,normal
394936.wav,normal
333509.wav,normal
251626.wav,normal
251629.wav,normal
251630.wav,normal
251631.wav,normal
251632.wav,normal
251633.wav,normal
110322.wav,normal
110323.wav,normal
110324.wav,normal
118514.wav,normal
251634.wav,normal
251635.wav,normal
161545.wav,normal
392980.wav,normal
382752.wav,normal
341802.wav,normal
134956.wav,normal
134957.wav,normal
65338.wav,normal
137022.wav,normal
345920.wav,normal
139094.wav,normal
61285.wav,normal
360296.wav,normal
360297.wav,normal
262005.wav,normal
120698.wav,normal
120699.wav,normal
325503.wav,normal
360328.wav,normal
202636.wav,normal
167828.wav,normal
360340.wav,normal
106393.wav,normal
192439.wav,normal
135104.wav,normal
20418.wav,normal
405460.wav,normal
34777.wav,normal
321508.wav,normal
